id,tweet,retweetCount,isRetweetedByMe,favCount,date
,平成27年10月21日水曜日、ラーメン二郎 桜台駅前店、小ラーメン+生たまご+生たまごニンニク 800YEN<n>汁ウンメ〜ッ！ミルキィでまろやかな汁、喉越しヨシ！醤油の塩梅俺好みッ！<n>シメは玉子落として生玉子スープ。神でしょ！<n>完飲。 https://t.co/89p4349ZD7,475,false,427,2015/10/21 22:33:04
,平成27年10月20日火曜日、ラーメン二郎 横浜関内店、大ぶた+味つけ玉子 ニンニク 920YEN<n>麺、ウンメ〜！汁染みてザクザク喰えるもの。<n>汁、ウマ味と甘みの夢中汁。奮えて啜る。<n>ぶた、ふあと柔らか神域ぶた。<n>完飲。 https://t.co/nNcrEnW4cG,632,false,531,2015/10/20 19:49:10
,平成27年10月19日月曜日、ラーメン二郎 三田本店夜の部、ぶた入り大ラーメン ニンニク 750YEN<n>ひと啜りした瞬間、ウマ味全身巡る汁。<n>絶妙な温さで、本能のまま貪り喰える。<n>味が染み込みまくった麺、プリップリッなブタ。<n>完飲。 http://t.co/5a3lEfAdau,499,false,418,2015/10/19 23:57:48
,平成27年10月18日日曜日、ラーメン二郎中山駅前店、大ラーメン+ニンニクアブラカラメ790YEN<n>麺、柔らかい仕上がりの麺が丼にギッシリ。喰い応え充分。<n>汁、アブラカラメ利いて、俺好みなもの。<n>ブタ、脂身トロンと甘いもの。<n>完飲。 http://t.co/wv7ya2rSb6,445,false,360,2015/10/18 16:22:57
,平成27年10月17日土曜日、ラーメン二郎 環七新新代田店、小+なまたまご+なまたまご+うずら(石狩鍋味)+うずら(石狩鍋味) 900YEN<n>麺、プルンッ食感なもの。<n>汁、ショッパウマで玉子が超合う！<n>ブタ、塩気が超俺好み。<n>完飲。 http://t.co/xthjmprv2C,334,false,300,2015/10/17 17:50:57
,平成27年10月16日金曜日、ラーメン二郎 西台駅前店、小ラーメン+油そば+白ネギ+味付うずら+生卵+生卵 ニンニク1100YEN<n>アッツアツな麺に味染みてウマし。<n>神豚ゴッロゴロ。タレと豚、塩気の相乗効果成立、ウマさ百倍。<n>完飲。 http://t.co/YA8YahozpB,408,false,368,2015/10/16 23:15:59
,平成27年10月16日金曜日、ラーメン二郎 会津若松駅前店、小ラーメン豚入り+生たまご+生たまご ニンニク 900YEN<n>麺、柔らかめでムッチリウマい。<n>ブタ、脂身甘くてウマい。<n>汁、肉の味わい良く出た汁に醤油利いてウマい。<n>完飲。 http://t.co/szGCbwyNHG,461,false,353,2015/10/16 13:32:10
,平成27年10月15日木曜日、ラーメン二郎 亀戸店、大盛りラーメン+味玉+生卵+生卵 990YEN<n>麺、汁染みてクニュとした麺俺好み。<n>汁、甘ウマな汁に玉子がメッチャ合う。<n>ブタ、柔らかで大ぶりなブタホッロホロ。<n>完飲。 http://t.co/gd1pGhFnsm,443,false,373,2015/10/15 23:11:21
,平成27年10月14日水曜日、ラーメン二郎 千住大橋駅前店、大ラーメン+生たまご+生たまご ニンニク 900YEN<n>麺、ウッメェェェッ！！！この柔らかさ、この汁染み感、この液体アブラ纏い感、神域ィ！！たまご絡めて超神域ィ！！<n>完飲。 http://t.co/nRyECgxpIC,842,false,596,2015/10/14 22:56:23
,平成27年10月13日火曜日、ラーメン二郎 小岩店、大豚入り ニンニク少 950YEN<n>麺、ウッメェェェッ！ムチとして汁染みた完璧なもの。<n>汁、神などと軽々しく言いたくないのだが、神汁。人智超えたウマ味。導かれるまま飲む。<n>完飲。 http://t.co/3M3nfmZrjA,1164,false,903,2015/10/13 15:19:03
,平成27年10月12日月曜日、ラーメン二郎 池袋東口店、ラーメン+味玉子ニンニク 800YEN<n>麺、柔らかな仕上がり俺好み。<n>汁、いささか淡く感じるもの。<n>ブタ、チョイ硬め汁に浸して無問題。<n>味玉子、プルんとした食感のもの。<n>完飲。 http://t.co/KhyTIgVBYa,481,false,361,2015/10/12 15:50:44
,平成27年10月11日日曜日、ラーメン二郎 松戸駅前店、ラーメン ニンニク 700YEN<n>ムッチとした麺が丼にギッシリ。醤油味メッチャ染みてウンメ〜！<n>ブタ、閉店時間近かった為か、豪快にドッサリ。色んな部位を楽しめた。<n>完飲。 http://t.co/yDIBKwA1Rb,492,false,373,2015/10/11 17:34:30
,平成27年10月10日土曜日、ラーメン二郎神田神保町店、大+生卵+生卵 ニンニク 850YEN<n>麺、味染みた麺が奮えるほどウマい。<n>汁、ウマ味ヤッベーッ！一口飲んで完飲確定、興奮汁。<n>ブタ、やわらかで肉のウマ味タップリ。<n>完飲。 http://t.co/Fc6YBU1rBy,487,false,387,2015/10/10 20:11:38
,平成27年10月9日金曜日、ラーメン二郎目黒店、小ラーメン豚入り ニンニク 600YEN<n>ムチモソ麺、液体アブラ纏ってウンメ〜。<n>ゴロっと大ぶりのブタ、夢中で頰張る。<n>ニンニク、ギリとカラい。汁に溶かして鮮烈汁が後引くウマさ。完飲。 http://t.co/YViEIcacDN,407,false,329,2015/10/10 00:34:38
,平成27年10月8日木曜日、ラーメン二郎 亀戸店、ラーメン+味玉+生卵+生卵 890YEN<n>おお！？コレコレ！亀ウンメ〜〜ッ！！<n>クニュ麺、柔らかく仕上がってて最ッ高に俺好み。卓上調味料試すの忘れて夢中で貪った。<n>完飲。 http://t.co/bdlYTuwSS9,525,false,440,2015/10/08 21:31:43
,平成27年10月8日木曜日、煮干中華ソバイチカワ、アレ(醤油)+味玉+和え玉 1100YEN<n>一口で、奮えMAX、至高汁。<n>汁絡み、歯切れ楽しい、パッツ麺。<n>天に乞う、和え玉10杯、喰う権利。<n>完飲。 http://t.co/jYMomsQT4e,927,false,779,2015/10/08 12:42:12
,平成27年10月7日水曜日、ラーメン二郎 茨城守谷店、大ラーメン+うずらの卵+生卵+生卵 ニンニク1000YEN<n>味染みた麺、喰い出したら夢中。奮え止まらない。<n>端ブタウンメ〜！脂身ネットリトロントロン。<n>コクうま汁、神の汁。完飲。 http://t.co/unRhauBtEx,467,false,412,2015/10/07 22:59:19
,平成27年10月6日火曜日、ラーメン二郎 品川店、大+煮玉子+煮玉子 ニンニク 1000YEN<n>麺、ザックザク、味しみ感が俺好み。<n>汁、ウマ味利いた安定汁。最ッ高にウマい。<n>ブタ、味しみててウンメ〜。<n>煮玉子、汁のお供にヨシ。完飲。 http://t.co/ajOu8e4IgZ,348,false,336,2015/10/06 23:26:38
,平成27年10月5日月曜日、ラーメン二郎 亀戸店、ラーメン+味玉+生卵+生卵 890YEN<n>今日の亀、神域ィ！！！<n>クニュ麺ヤバすぎ、亀汁ウマ過ぎ、ブタプリップリぃ！<n>俺の理想二郎のひとつ降臨してた。<n>感激で奮えとまんない。完飲ッ！ http://t.co/N1yGGbYWZA,872,false,715,2015/10/05 22:20:02
,平成27年10月4日日曜日、ラーメン二郎新小金井街道店、小ラーメン+うずら+かつお魚粉 ニンニク 930YEN<n>麺、俺好みの柔らかさ。汁染み感もヨシ。<n>汁、小金井の優しい味わいの汁に、魚粉利いてウンメ〜！思わず貪り飲んだ。<n>完飲。 http://t.co/2ZFlpLW91v,394,false,324,2015/10/04 17:29:46
,平成27年10月3日土曜日、ラーメン二郎八王子野猿街道店2、たまご三昧つけ麺 ニンニク少 1330YEN<n>たまご三昧は、たまごかけつけ麺+生玉子メニュー揃い踏みの豪華セット。<n>麺丼に脂たまご加えて二郎風釜玉。最ッ高にウマい。<n>完飲。 http://t.co/tUQuj8qYE8,925,false,634,2015/10/03 21:58:39
,平成27年10月2日金曜日、ラーメン二郎八王子野猿街道店2、たまごかけつけ麺+レジェンド ニンニク少 1130YEN<n>釜玉風の麺、そのまま啜ってウマし。<n>醤油利いたタレに麺浸してウンメ〜。<n>玉子溶かして生玉子汁ウッメェェッ！！<n>完飲。 http://t.co/YRwk6MitnY,579,false,430,2015/10/02 23:51:15
,平成27年10月1日木曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>クンクン、この匂い、油そばっ！思わず入店。塩気のバランス極めた汁、最ッ高にウンメェェェッ！！！<n>完飲。 http://t.co/WVvfelwLzj,628,false,475,2015/10/01 22:48:19
,平成27年9月30日水曜日、ラーメン二郎 桜台駅前店、小ラーメン+生たまご+生たまごニンニク 800YEN<n>麺、この麺、至高過ぎぃ！クニュ食感に、汁染みた神域のもの。<n>ブタ、脂身プリップリ。<n>汁、ミルキィでコクありウッメェッ！<n>完飲。 http://t.co/GZ3XyB203n,762,false,523,2015/09/30 22:46:56
,平成27年9月27日日曜日、ラーメン二郎大宮店、大ラーメン+味付ウズラ+味付ウズラ ニンニク 900YEN<n>卓上醤油回しかけて喰うと、塩気利いてウマし。<n>味付ウズラ、味染みてて俺好み。<n>完飲。 http://t.co/35TcIDGp9x,387,false,297,2015/09/27 15:50:58
,平成27年9月26日土曜日、ラーメン二郎目黒店、小ラーメンW豚入り ニンニク 700YEN<n>ほぐれる食感のブタ、強めに利いた塩気に夢中。<n>液体アブラ纏った麺、汁染み具合俺好み。<n>醤油利いた汁、ニンニク溶けて奮えるウマさ。<n>完飲。 http://t.co/8JfjG27W8T,385,false,309,2015/09/27 01:10:11
,平成27年9月26日土曜日、ラーメン二郎神田神保町店、小豚+生卵+生卵 ニンニク900YEN<n>麺、ちょいパツな仕上がりに汁メッチャ染みててウマし。<n>汁、ミルキィでウマ味極まる夢中汁。<n>豚、ウンメッ〜。肉喰った感マシマシなもの。<n>完飲。 http://t.co/PboNnW6SEG,428,false,323,2015/09/26 20:34:16
,平成27年9月25日金曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク 700YEN<n>麺、パツ食感に汁染みたもの。<n>汁、濃厚トロットロな汁に醤油バッチリ利いたひばり味。<n>ブタ、やっわらけ〜！摘んだだけでホロと崩れるもの。<n>完飲。 http://t.co/DLHzq5osm5,427,false,349,2015/09/25 19:19:33
,平成27年9月24日木曜日、ラーメン二郎 三田本店夜の部、ぶた入り大ラーメン ニンニク 750YEN<n>麺、神域のデッロデロ。汁染み極まり、奮えて啜る。<n>ブタ、肉のウマ味爆発ッ！夢中で頬張った。<n>汁、ウンメ〜！<n>感涙、完飲、ごっそさん。 http://t.co/4BGypVMUli,494,false,407,2015/09/24 22:13:24
,平成27年9月23日水曜日、ラーメン二郎 亀戸店、ラーメン+味玉+生卵+生卵 890YEN<n>リニューアルした亀戸店に行った。<n>到着時外に20ぐらいの並びだった。<n>麺、クニュとして俺好みのもの。<n>汁、甘み感じる優しい味わいの汁。<n>完飲。 http://t.co/uaNUQY7hSU,324,false,288,2015/09/23 14:09:25
,平成27年9月22日火曜日、ラーメン二郎神田神保町店、小豚+生卵+生卵ニンニク900YEN<n>汁、醤油キリと利いた、飲んでヨシ！玉子溶かしてヨシ！な、至高汁。<n>麺、柔らかめで汁染みた、俺好みなもの。<n>豚、ふあトロでウンメ〜。<n>完飲。 http://t.co/zsUsQAE7mQ,353,false,307,2015/09/22 17:11:38
,平成27年9月21日月曜日、ラーメン二郎環七一之江店、汁なし大盛ラーメン+ブタ増し+味付玉子+生卵+生卵 全部1050YEN<n>よく混ぜて渾然具材絡んだ麺啜る。ああウマいウマすぎる。玉子加えりゃウマさ十万石。もとい百万石ッ！！<n>完飲。 http://t.co/pLApwmZbFI,385,false,333,2015/09/21 16:31:46
,平成27年9月20日日曜日、ラーメン二郎目黒店、小ラーメン豚入り ニンニク 600YEN<n>ムッチモソな麺とプルんと甘い脂身のブタを夢中で掻き込み、<n>塩気とウマ味利いた汁で流し込む。<n>ウンメ〜ッ！！最ッ高でしょ！<n>奮え抑えながら完飲。 http://t.co/oLVABxTJWd,408,false,327,2015/09/20 23:36:37
,平成27年9月19日土曜日、ラーメン二郎八王子野猿街道店2、SGG髑髏+レジェンド ニンニク少1030YEN<n>よく見たら双子玉子だ吉兆か。<n>髑髏汁染みた麺、超堪んない！<n>玉子落としてズル喰う。神域ィ！！<n>興奮で何も言えね〜！<n>完飲ッ。 http://t.co/XhPbs1HvXU,574,false,448,2015/09/19 19:24:16
,平成27年9月18日金曜日、ラーメン二郎新橋店、ラーメン+味玉子+生とじ玉子 ニンニク 900YEN<n>柔らかめをお願いした。<n>麺、コレ好きィ！ツルンッ！モチッ！として汁メッチャ染みたもの。<n>汁、コクすんげ〜ッ！たまらず飲んだ。<n>完飲。 http://t.co/B3AhdOAiyC,404,false,327,2015/09/18 21:58:02
,平成27年9月17日木曜日、ラーメン二郎 西台駅前店、大ラーメン+青ネギ+味付うずら+生卵+生卵 1050YEN<n>寒っみぃ〜。つけ止めて思わずラーメン発注す。<n>天地返して、ネギと一味を天空落とせば、ウマさに体もあったまる。<n>完飲。 http://t.co/c2aL8ridWr,342,false,299,2015/09/17 22:58:32
,平成27年9月16日水曜日、ラーメン二郎八王子野猿街道店2、SGG髑髏+レジェンド ニンニク少1030YEN<n>天地返すと醤油とフライドガーリックの香ばしさが堪らない。喰う前から完飲確定した。奮えるウマさ。玉子との相性、神域ぃッ！完飲。 http://t.co/1agHcw5Gva,653,false,523,2015/09/16 19:50:21
,平成27年9月15日火曜日、麺屋はなび弥富店、鶏塩台湾まぜそば+大盛+味玉+炙りチャーシュー入りたまごかけごはん 1480YEN<n>よくまぜて、具材タップリ絡んだ麺啜る。こりゃウンメ〜ッ！鶏塩ミンチに卵黄合わさり興奮のテイスト。<n>完食。 http://t.co/K88UaeUejX,550,false,426,2015/09/15 20:54:58
,平成27年9月14日月曜日、ラーメン二郎目黒店、大ラーメン豚入り ニンニク 700YEN<n>麺、いつもより柔らかめな仕上がり。プルンと踊る食感楽しめるもの。<n>汁、塩気マイルドなもの。<n>ブタ、適度にパサって、汁吸って、GOOD。<n>完飲。 http://t.co/0GKbS8lndR,323,false,280,2015/09/14 23:01:47
,平成27年9月13日日曜日、ラーメン二郎 松戸駅前店、大ラーメン ニンニク 800YEN<n>麺、ムッチムチな麺に汁染みまくっててマイウー。<n>ブタ、ほぐれるような食感のものがゴッロゴロ。<n>汁、ウマ味よく出て醤油利いた塩気汁。<n>完飲。 http://t.co/1CtvkIIZSC,324,false,287,2015/09/13 16:14:54
,平成27年9月12日土曜日、ラーメン二郎八王子野猿街道店2、小ラーメン+レジェンド+きまぐれたまご ニンニク少 1030YEN<n>麺、醤油染みたもの。玉子絡めてウッメェ！<n>汁、旨味濃厚、塩気ガツンと利いた汁。玉子落としてウッメェ！完飲。 http://t.co/m9F5HAopDu,537,false,387,2015/09/12 15:40:09
,平成27年9月11日金曜日、ラーメン二郎 三田本店夜の部、ぶた入り大ラーメン ニンニクカラメ 750YEN<n>ブタ増し、最ッ高の選択。プリップリの脂身。キメの細かい肉質の柔らかブタっ。噛みしめるとジューシィッ！超ウッメェェェッ！！完飲。 http://t.co/RTucFYNqr5,454,false,377,2015/09/11 20:46:18
,平成27年9月10日木曜日、ラーメン二郎 三田本店夜の部、大ラーメン ニンニク650YEN<n>天地返して麺啜る。ウッメェェェェッ！！！極めてデッロデロ、ほどける口溶け、メッチャ俺好み。汁もろとも、夢中で吸い込んだ。<n>完飲。 http://t.co/jXgNPeLTfv,348,false,290,2015/09/10 21:42:56
,平成27年9月9日水曜日、ラーメン二郎 千住大橋駅前店、大ラーメン+生たまご+生たまご ニンニク 900YEN<n>天地返して麺啜る。ウッメェェェッ！！この麺、神話級ッ！語り継がれるべき味染み感。神と戯れてたら丼カラになってた。完飲。 http://t.co/2LxDThUSv9,1081,false,802,2015/09/09 23:10:51
,平成27年9月8日火曜日、ラーメン二郎 三田本店夜の部、大ラーメン ニンニク650YEN<n>麺、極めて柔らか、汁染みまくってて、ウンメ〜ッ！<n>汁、一口啜った瞬間、完飲が約束されるもの。<n>ブタ、肉のウマ味堪能できるプリリとしたもの。完飲。 http://t.co/NSN8JdnhGX,422,false,333,2015/09/08 21:57:28
,平成27年9月7日月曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク 700YEN<n>麺、トロンと柔らか、俺好みな口溶けのもの。<n>ブタ、プルンと甘〜い脂身に夢中。<n>汁、タプンとコラーゲン感じる、醤油利いたひばり汁。<n>完飲。 http://t.co/7WoLR4SKXq,311,false,294,2015/09/07 22:11:17
,平成27年9月6日日曜日、ラーメン二郎 環七新新代田店、小+つけ麺+なまたまご+なまたまご+なま辛〜ず+ニンニク漬け 960YEN<n>タレに浮いたプカアブラ、麺と共に頬張ると、プルンとトロけて、甘み広がる。ウンメ〜。完飲。 http://t.co/gTCc6iDDe7,235,false,211,2015/09/06 17:26:40
,平成27年9月5日土曜日、ラーメン二郎八王子野猿街道店2、小ラーメン(辛いの)+レジェンド+きまぐれたまご ニンニク少 1030YEN<n>麺に辛味絡んで辛ウンメ〜ッ！仕舞い、汁に玉子落として辛玉汁。ズルと啜れば、も〜タマらんッ。完飲ッ！ http://t.co/SUI8h9AdxL,385,false,360,2015/09/05 16:11:12
,平成27年9月4日金曜日、ラーメン二郎 JR西口蒲田店、大ブタ ニンニクカラメトウガラシ 930YEN<n>ブタ、脂身あんめ〜。<n>麺、メッチャ柔らかくて、味染みたもの。俺好みのもの。<n>汁、カラメにしたら醤油利いて味わい深いもの。完飲。 http://t.co/L9DawtvVkv,231,false,207,2015/09/04 21:44:39
,平成27年9月3日木曜日、ラーメン二郎環七一之江店、汁なし大盛ラーメン+ブタ増し+味付玉子+生卵+生卵 全部1050YEN<n>天地返して喰う、ウンメ〜ッ。<n>よく混ぜて喰う、超ッウンメ〜ッ。<n>玉子落として喰う、神域ぃ！！！<n>完飲。 http://t.co/t1hM8vwn0m,625,false,469,2015/09/03 21:09:13
,平成27年9月2日水曜日、ラーメン二郎 品川店、大+煮玉子+煮玉子 ニンニク 1000YEN<n>天地返して麺啜る。ニンニク絡んでウマさ極まる。<n>煮玉子の、パサとした黄身、汁に溶け、奮えるウマさ、思わず完飲。 http://t.co/k6ACkBZdPn,321,false,295,2015/09/02 22:57:00
,平成27年9月1日火曜日、ラーメン二郎 西台駅前店、大ラーメン+味噌つけ麺+青ネギ+味付うずら+生卵+生卵 1200YEN<n>味噌タレは、味噌ラーメン3.3を感じるスパイシーなテイスト。後乗せの辛味噌溶かせば刺激的な味わいになる。完飲。 http://t.co/UYhl1HvTu9,252,false,222,2015/09/01 21:24:02
,平成27年9月1日火曜日、ラーメン二郎 三田本店、大ラーメン ニンニク 650YEN<n>汁、圧倒的なウマ味、受容体の許容値オーバー。感激で奮え止まらない。夢見心地で啜ってたら丼がカラになってた。<n>完飲。 http://t.co/LsctSOxasM,629,false,541,2015/09/01 12:55:09
,平成27年8月31日月曜日、ラーメン二郎 京急川崎店、大ラーメン ニンニク 830YEN<n>胃が不調、癒してやろう、川崎で。<n>柔らかな、麺吸い込んで、消化良し。<n>ウマかった、胃も喜んで、ゲフと鳴く。<n>完飲。 http://t.co/v8bvXlb6Uu,788,false,622,2015/08/31 22:47:29
,平成27年8月30日日曜日、ラーメン二郎 環七新新代田店、小豚ダブル+キツツキ汁なし+なまたまご+なまたまご+玉ねぎ ニンニクアブラ 1250YEN<n>この店で汁なし喰うのは先代以来。思わず感動。玉子との相性バツグン、ズルと喰って完食。 http://t.co/5JkfqRXCJZ,252,false,227,2015/08/30 18:34:09
,平成27年8月29日土曜日、ラーメン二郎 府中店、ブタ入り大ラーメン ニンニクアブラカラメ 950YEN<n>麺、噛み応えすんごいもの。<n>汁、ウンメ〜っ！溢れるウマ味に増したアブラカラメ利いて最ッ高な汁。<n>ブタ、ホロと崩れるもの。<n>完飲。 http://t.co/nO40Z5kkMG,343,false,271,2015/08/29 21:18:15
,平成27年8月28日金曜日、ラーメン二郎 歌舞伎町店、普通盛+煮玉子 ニンニク少アブラ800YEN http://t.co/GcuyPaVCti,960,false,545,2015/08/29 04:56:19
,平成27年8月27日木曜日、ラーメン二郎 環七新新代田店、小豚+キツツキつけ麺+なまたまご+なまたまご+ニンニクのFZづけ ニンニク少 1060YEN<n>キツツキは、醤油と甘み感じるタレに一味？と黒胡椒散らしたもの。ウンメ〜。<n>完飲。 http://t.co/U7V4b3WCe1,232,false,202,2015/08/27 22:16:57
,平成27年8月26日水曜日、ラーメン二郎 西台駅前店、大ラーメン+塩つけ麺+青ネギ+味付うずら+生卵+生卵1200YEN<n>麺、締め加減バツグンのツルリとイケるもの。<n>ブタ、神豚。思わず興奮。<n>タレ。暑かった夏の思ひ出、塩気汁。<n>完飲。 http://t.co/DOiTlZBUhx,322,false,288,2015/08/26 22:42:29
,平成27年8月25日火曜日、ラーメン二郎新橋店、ラーメン+味玉子+生とじ玉子 ニンニクアブラカラメ 900YEN<n>柔らかめお願いした麺ウンメ〜っ！<n>増したアブラ甘ンめ〜。<n>生とじ玉子、海苔がいい仕事してる。<n>ブタ、ゴッロゴロ！<n>完飲。 http://t.co/U1oDs30s5w,260,false,212,2015/08/25 21:43:07
,平成27年8月24日月曜日、ラーメン二郎 歌舞伎町店、普通盛+煮玉子 ニンニク少アブラ800YEN<n>麺、弾力ある俺好みなもの。<n>汁、デフォでいささかカラメなもの。増したアブラ、甘くておいし〜い！<n>ブタ、見た目より柔らかいもの。<n>完飲。 http://t.co/tsqz27veHu,291,false,235,2015/08/24 23:34:49
,平成27年8月23日日曜日、ラーメン二郎 環七新新代田店、小豚+つけ麺+辛〜ずリミックス+刻みながねぎ+なまたまご+なまたまご ニンニク1200YEN<n>辛〜ずは、ハーブの香りが清々しいもの。タレに溶かしてウマさマシマシ、俺好み。完飲。 http://t.co/E88ds7oQHo,221,false,197,2015/08/23 17:12:44
,平成27年8月22日土曜日、ラーメン二郎めじろ台法政大学前店、ぶた大ラーメン+汁なし+生たまご+生たまご ニンニクアブラカラメ1100YEN<n>天地返すとふあと漂う汁なし臭に完食確定。玉子落としてズルと貪る。最ッ高にウマい。夢中で完食。 http://t.co/t3WRcQthIR,428,false,362,2015/08/22 20:09:51
,平成27年8月21日金曜日、ラーメン二郎 湘南藤沢店、豚入り+つけ+生卵+生卵  ニンニク 940YEN<n>タレ、コクのある二郎汁にゴマ油の香味とほのかな酸味感じる、堪らなくウマい汁。<n>ブタ、トロットロのもの。脂身あんめ〜っ！<n>完飲。 http://t.co/SKxHg8KXtR,284,false,267,2015/08/21 23:31:34
,平成27年8月20日木曜日、ラーメン二郎 赤羽店．大ラーメン ニンニク少 800YEN<n>麺、プルンッ！醤油染みてて最ッ高にウマい神域麺。<n>汁、ウンメ〜ッ！濃いコク、醤油利いたもの。メッチャ俺好み、興奮汁。<n>完飲。 ごっそさんです。 http://t.co/D9BuZFglw0,360,false,299,2015/08/20 16:43:56
,平成27年8月19日水曜日、ラーメン二郎 京急川崎店、大ラーメン ニンニク 830YEN<n>麺、柔らかでほどける食感俺好み。<n>汁、うん！ウマい。優しい味わい沁み渡る。<n>完飲。<n>思わず笑顔でごっそさん。 http://t.co/CH6z45k64X,225,false,224,2015/08/19 23:57:35
,平成27年8月18日火曜日、ラーメン二郎 環七新新代田店、小豚+つけ麺+なまたまご+なまたまご ニンニク1050YEN<n>今日のつけ麺、うぐいすと違う、紅生姜入っててスッキリとした印象の旨タレ。<n>ブタもウッメェ！<n>夢中で貪り、完飲。 http://t.co/ShUM12ZamS,215,false,221,2015/08/18 21:50:28
,平成27年8月17日月曜日、ラーメン二郎 西台駅前店、大ラーメン+塩つけ麺+青ネギ+味付うずら+生卵+生卵 1200YEN<n>最高にショッパくて、最ッ高にウマい、西台の塩つけ麺。大量の麺くぐらせても、仕舞いまで味わい長持ち持続汁。完飲。 http://t.co/q8yjx6RHS0,268,false,241,2015/08/17 22:20:07
,平成27年8月16日日曜日、ラーメン二郎新小金井街道店、シークァサーすっぱいラーメン+うずら ニンニク少 930YEN<n>フルーティな柑橘臭に思わず深呼吸。<n>酸味染みててズババとイケる麺。<n>スッキリした味わい、ゴクゴクイケる汁。<n>完飲。 http://t.co/FAvXqFC00P,226,false,214,2015/08/16 20:11:40
,平成27年8月15日土曜日、ラーメン二郎 松戸駅前店、ラーメン ニンニク 700YEN<n>麺、汁染みててムチとした食感のもの。<n>汁、ウンメ〜〜ッ！醤油加減いい感じ、コクありながら飲みやすい汁。ニンニク溶けてウマさ極まる。思わず完飲ッ。 http://t.co/OuumhpTK7q,231,false,205,2015/08/15 14:56:06
,平成27年8月14日金曜日、ラーメン二郎新宿小滝橋通り店、小つけ麺 ニンニク850YEN<n>麺、冷水締めのキュキュッと引き締まったもの。ツルリといけるもの。<n>ブタ、いささかカタいが臭み無し。<n>タレ、醤油と酢が効いたもの。完飲。 http://t.co/D8KlHtQuXf,180,false,172,2015/08/14 21:38:27
,平成27年8月13日木曜日、ラーメン二郎 環七新新代田店、小ラーメン+スーパーハヤブサつけ麺+なまたまご+なまたまご ニンニク950YEN<n>タレ、ウンメ〜。濃厚なタレに、ニラの香味加わり、後味に山椒がピリと痺れて爽快な逸品。完飲。 http://t.co/EgyX5CwGCj,168,false,171,2015/08/13 17:41:36
,平成27年8月13日木曜日、ラーメン二郎 西台駅前店、とりそば+味付うずら+青ネギ100+生卵+生卵 800YEN<n>初めて立ち喰い席で喰う事できた。<n>とりチャーシューウンメ〜。もっと喰いたいもの。<n>青ネギと生卵、メッチャ合う。完飲。 http://t.co/It927rzMKF,174,false,179,2015/08/13 13:35:28
,平成27年8月12日水曜日、ラーメン二郎 西台駅前店、大ラーメン+青ネギ+味付うずら+生卵+生卵 1050YEN<n>麺、アッツアツなもの。生卵で冷却しつつ啜る。<n>汁、肉の旨味感じるもの。青ネギが合う汁。<n>ブタ、醤油染みててウマし。完飲。 http://t.co/ema1dN03AQ,215,false,212,2015/08/12 14:49:46
,平成27年8月11日火曜日、ラーメン二郎 西台駅前店、大ラーメン+塩つけ麺+青ネギ+味付うずら+生卵+生卵 1200YEN<n>今日も暑かった。西台でつけ麺を楽しもう。<n>塩気効いたウマ汁に、冷水締めの麺浸して貪る。ショッパウンメ〜！完飲。 http://t.co/R3CEYhfOYq,332,false,242,2015/08/11 23:14:02
,平成27年8月11日火曜日、ラーメン二郎 西台駅前店、とりそば+味付うずら+生卵 650YEN<n>汁ウンメ〜〜！<n>生卵落として啜れば奮える味わい。<n>とりチャーシューウンメ〜〜！<n>ジューシィでプルンと柔らか。<n>完飲。恍惚。ごっそさん。 http://t.co/ZzQ0igv1Au,346,false,245,2015/08/11 15:22:36
,平成27年8月11日火曜日、ラーメン二郎 西台駅前店、とりそば+味付うずら+生卵 650YEN<n>汁、優しい味わい、癒し汁。いつもの二郎汁とは違った印象。<n>ブタの代わりにとりチャーシュー。<n>白ネギメッチャ合う。<n>こりゃ気に入った！完飲。 http://t.co/1A1h4CL5Sd,394,false,312,2015/08/11 14:39:07
,平成27年8月10日月曜日、ラーメン二郎上野毛店、大ラーメン+つけ麺+生卵+生卵 アブラカラメ1000YEN<n>麺、柔らかめでツルンとイケちゃうもの。<n>タレ、醤油と酸味、柚子胡椒香るもの。生卵落として月見風にして飲む。ウンメ〜ッ！完飲。 http://t.co/ACdLqf5jTB,221,false,224,2015/08/10 23:05:44
,平成27年8月9日日曜日、ラーメン二郎 松戸駅前店、ラーメン ニンニク 700YEN<n>柔らかめな仕上がりの麺、味染みててムチムチした食感の超俺好みのもの。<n>コクと醤油のウマい汁。完飲。 <n>三代目に軽く会釈し、祝意伝えて退店した。 http://t.co/9IkUQ6rFds,301,false,291,2015/08/09 12:21:51
,平成27年8月8日土曜日、ラーメン二郎 西台駅前店、小ラーメン+塩つけ麺+青ネギ+味付うずら+味付うずら 1150YEN<n>生卵、無念の売り切れッ！味付けうずらをダブルでお願いする。<n>汁飲んで、おいしく塩分補給、熱中症対策万全ッ。完飲。 http://t.co/tF8mlQkiga,365,false,294,2015/08/08 15:39:47
